order_id,customer_id,order_date,product_category,product_name,quantity,unit_price,discount_percent,subtotal,shipping_cost,shipping_method,tax_amount,total_amount,payment_method,order_status,delivery_days,review_score,is_gift
29637512,602443,2025-11-13,Beauty,Shampoo & Conditioner Set,1,28.19,0.0,28.19,22.99,Next-Day,2.33,53.51,Credit Card,Delivered,3.0,,False
93274315,150555,2024-11-20,Clothing,Men's T-Shirt,1,58.63,0.0,58.63,22.99,Next-Day,3.37,84.99,Credit Card,Cancelled,,,False
58859414,180132,2025-12-10,Electronics,4K Monitor,4,386.51,0.0,1546.04,0.0,Next-Day,127.55,1673.59,PayPal,Returned,1.0,,False
54065366,409624,2025-08-29,Home & Kitchen,Vacuum Cleaner,1,200.43,0.0,200.43,0.0,Standard,12.03,212.46,Apple Pay,Delivered,5.0,4.0,False
78862776,865712,2025-08-03,Clothing,Socks (3-pack),1,148.64,0.0,148.64,0.0,Express,8.55,157.19,PayPal,Delivered,1.0,,False
98682178,959182,2024-12-03,Home & Kitchen,Table Lamp,3,102.84,0.0,308.52,0.0,Standard,19.28,327.8,Debit Card,Delivered,5.0,4.0,False
66480426,638387,2024-05-06,Home & Kitchen,Coffee Maker,4,106.09,0.0,424.36,0.0,Standard,23.76,448.12,Credit Card,Delivered,5.0,4.0,False
25441399,217105,2024-10-31,Electronics,Bluetooth Speaker,1,228.38,25.0,171.28,0.0,Next-Day,9.85,181.13,PayPal,Delivered,1.0,3.0,False
51818882,674253,2024-12-30,Beauty,Hair Dryer,1,115.34,0.0,115.34,0.0,Standard,6.46,121.8,Apple Pay,Delivered,5.0,,False
36160400,510893,2025-02-07,Clothing,Socks (3-pack),5,65.76,5.0,312.36,0.0,Standard,25.77,338.13,PayPal,Delivered,4.0,4.0,False
79145883,657736,2025-01-22,Sports & Outdoors,Fishing Rod,3,257.29,0.0,771.87,0.0,Standard,46.31,818.18,Credit Card,Delivered,6.0,2.0,False
73148960,960168,2025-08-20,Beauty,Moisturizer,1,60.75,15.0,51.64,5.99,Standard,2.89,60.52,Debit Card,Delivered,6.0,,False
56895800,532741,2025-09-27,Clothing,Hoodie,3,78.74,0.0,236.22,0.0,Standard,6.85,243.07,Credit Card,Delivered,6.0,,False
88853908,218381,2025-05-29,Grocery,Protein Powder,1,47.64,0.0,47.64,12.99,Express,2.98,63.61,Debit Card,Delivered,3.0,,False
70140070,798036,2024-05-09,Home & Kitchen,Cutlery Set,1,270.94,0.0,270.94,0.0,Express,15.58,286.52,Credit Card,Delivered,4.0,4.0,False
95848601,703269,2024-03-03,Home & Kitchen,Blender,2,78.76,25.0,118.14,0.0,Standard,10.48,128.62,Credit Card,Delivered,6.0,2.0,False
77389961,234581,2024-10-15,Beauty,Sunscreen SPF50,2,95.36,5.0,181.18,0.0,Standard,10.87,192.05,Credit Card,Returned,5.0,,False
17197847,579703,2024-03-21,Toys,Building Block Set,1,65.47,0.0,65.47,22.99,Next-Day,3.93,92.39,Credit Card,Delivered,2.0,,True
99131523,515691,2024-02-03,Clothing,Socks (3-pack),2,56.99,0.0,113.98,0.0,Standard,6.84,120.82,Credit Card,Delivered,6.0,3.0,False
65056607,662879,2024-08-31,Beauty,Makeup Brush Set,4,74.74,0.0,298.96,0.0,Standard,18.68,317.64,Credit Card,Delivered,7.0,4.0,False
37941942,346238,2024-05-28,Clothing,Running Shoes,1,101.47,5.0,96.4,0.0,Express,8.56,104.96,PayPal,Returned,4.0,,False
27308094,504586,2025-02-13,Electronics,Portable Charger,1,363.49,0.0,363.49,0.0,Standard,23.63,387.12,Credit Card,Delivered,4.0,4.0,False
67371287,307101,2024-10-22,Clothing,Denim Jacket,1,106.59,0.0,106.59,0.0,Express,6.93,113.52,Credit Card,Delivered,2.0,,False
13112154,568666,2024-07-09,Electronics,Smartphone Case,1,182.84,0.0,182.84,0.0,Standard,7.31,190.15,Apple Pay,Shipped,,,False
47908128,751366,2024-09-26,Clothing,Women's Jeans,2,85.25,0.0,170.5,0.0,Express,15.13,185.63,Credit Card,Delivered,1.0,4.0,False
13429906,562945,2025-04-27,Home & Kitchen,Storage Bins,1,207.28,0.0,207.28,0.0,Standard,12.44,219.72,Credit Card,Delivered,6.0,3.0,False
28491678,778621,2025-01-05,Sports & Outdoors,Resistance Bands,3,352.8,0.0,1058.4,0.0,Standard,66.15,1124.55,PayPal,Processing,,,False
13658338,506511,2024-08-02,Sports & Outdoors,Dumbbell Set,1,85.46,0.0,85.46,0.0,Express,7.05,92.51,Debit Card,Delivered,2.0,4.0,True
39292225,965973,2025-11-26,Home & Kitchen,Storage Bins,4,67.12,0.0,268.48,0.0,,23.83,292.31,PayPal,Delivered,4.0,,False
36456707,266813,2024-09-29,Toys,Building Block Set,1,25.15,0.0,25.15,12.99,Express,1.19,39.33,Credit Card,Delivered,2.0,,False
37707593,528226,2025-12-09,Home & Kitchen,Vacuum Cleaner,1,109.48,0.0,109.48,0.0,Standard,6.84,116.32,Credit Card,Returned,8.0,,True
82110648,555576,2024-12-21,Beauty,Hair Dryer,1,74.54,0.0,74.54,5.99,Standard,4.66,85.19,PayPal,Delivered,4.0,,False
27340640,453806,2025-11-30,Books,Fiction Novel,2,10.1,5.0,19.19,5.99,Standard,1.25,26.43,Debit Card,Delivered,5.0,,False
23977664,642494,2025-11-15,Sports & Outdoors,Hiking Backpack,4,195.82,15.0,665.79,0.0,Standard,38.28,704.07,Debit Card,Delivered,9.0,4.0,False
97753484,466449,2025-07-23,Clothing,Yoga Leggings,3,91.39,,246.75,0.0,Standard,14.8,261.55,PayPal,Delivered,5.0,5.0,False
44564198,859423,2025-11-11,Clothing,Wool Sweater,3,88.0,10.0,237.6,0.0,Standard,14.26,251.86,PayPal,Delivered,7.0,4.0,False
13925995,394899,2025-07-31,Sports & Outdoors,Yoga Mat,1,144.4,0.0,144.4,0.0,Express,9.03,153.43,Debit Card,Delivered,5.0,4.0,False
88766439,320881,2025-11-26,Books,Science Textbook,3,40.46,,121.38,0.0,Standard,10.01,131.39,Credit Card,Delivered,6.0,4.0,False
33360759,662879,2025-12-08,Electronics,Bluetooth Speaker,1,155.4,20.0,124.32,0.0,Standard,7.77,132.09,Debit Card,Processing,,,True
53103298,562945,2024-08-18,Electronics,USB-C Hub,1,134.95,0.0,134.95,0.0,Standard,8.1,143.05,Apple Pay,Cancelled,,,True
82593088,369304,2025-06-01,Home & Kitchen,Bed Sheets Set,2,184.06,0.0,368.12,0.0,Express,30.37,398.49,Credit Card,Delivered,3.0,3.0,False
79326903,974651,2025-12-26,Home & Kitchen,Coffee Maker,1,168.07,0.0,168.07,0.0,Standard,9.66,177.73,Credit Card,Delivered,5.0,5.0,False
55631768,150447,2025-08-22,Sports & Outdoors,Jump Rope,3,31.72,0.0,95.16,0.0,Express,5.33,100.49,Debit Card,Delivered,1.0,,False
17397580,936730,2025-05-20,Home & Kitchen,Non-Stick Pan,1,90.06,25.0,67.55,5.99,Standard,3.78,77.32,Debit Card,Delivered,6.0,5.0,False
36560821,199805,2024-12-23,Sports & Outdoors,Camping Tent,1,175.07,0.0,175.07,0.0,Standard,10.07,185.14,Credit Card,Delivered,6.0,3.0,False
89260317,126909,2024-02-08,Sports & Outdoors,Yoga Mat,1,163.77,15.0,139.2,0.0,Standard,8.35,147.55,Debit Card,Delivered,7.0,,False
84544613,755168,2025-01-09,Home & Kitchen,Non-Stick Pan,2,99.1,0.0,198.2,0.0,Standard,12.39,210.59,Credit Card,Delivered,4.0,5.0,False
28687841,262277,2024-12-27,Grocery,Granola Bars (12-pack),3,37.33,20.0,89.59,0.0,Standard,5.82,95.41,PayPal,Delivered,6.0,,False
32049540,616728,2025-07-18,Sports & Outdoors,Camping Tent,5,309.43,0.0,1547.15,0.0,Express,44.87,1592.02,Apple Pay,Returned,1.0,,False
88521490,635222,2024-07-28,Clothing,Summer Dress,2,64.87,20.0,103.79,0.0,Standard,6.23,110.02,Credit Card,Returned,7.0,,False
45346276,958338,2025-11-09,Clothing,Summer Dress,1,115.37,10.0,103.83,0.0,Express,6.49,110.32,Apple Pay,Cancelled,,,False
68006195,723573,2025-09-19,Electronics,Smartphone Case,1,369.1,5.0,350.64,0.0,Standard,28.93,379.57,Debit Card,Delivered,5.0,,False
11984777,862525,2025-12-13,Sports & Outdoors,Camping Tent,1,64.37,15.0,54.71,5.99,Standard,3.28,63.98,Credit Card,Delivered,5.0,,False
73449429,499339,2025-03-02,Home & Kitchen,Coffee Maker,2,137.01,0.0,274.02,0.0,Standard,17.13,291.15,Debit Card,Delivered,5.0,,False
75062370,562945,2025-08-30,Home & Kitchen,Table Lamp,3,121.76,0.0,365.28,0.0,Standard,21.92,387.2,PayPal,Delivered,6.0,,False
46206679,867788,2025-06-22,Clothing,Men's T-Shirt,1,133.51,0.0,133.51,0.0,Express,3.87,137.38,Apple Pay,Delivered,4.0,,True
61663475,106146,2024-05-25,Electronics,Laptop Stand,1,291.77,0.0,291.77,0.0,Express,18.24,310.01,Apple Pay,Delivered,1.0,4.0,False
39898852,539820,2025-06-30,Books,Children's Picture Book,5,19.59,0.0,97.95,0.0,Standard,6.12,104.07,Credit Card,Delivered,7.0,3.0,False
13747350,968744,2025-11-04,Clothing,Men's T-Shirt,1,131.79,10.0,118.61,0.0,Standard,9.79,128.4,Debit Card,Delivered,6.0,,True
47819222,496913,2024-11-16,Clothing,Running Shoes,1,95.07,15.0,80.81,0.0,Standard,5.05,85.86,PayPal,Delivered,7.0,4.0,False
51344988,394360,2025-02-21,Clothing,Men's T-Shirt,1,55.64,0.0,55.64,5.99,Standard,4.59,66.22,Debit Card,Processing,,,False
61490601,388002,2024-01-13,Sports & Outdoors,Resistance Bands,2,321.4,0.0,642.8,0.0,Express,36.0,678.8,PayPal,Delivered,2.0,5.0,False
16429528,449192,2024-11-06,Electronics,Laptop Stand,1,253.25,0.0,253.25,0.0,Standard,22.48,275.73,Credit Card,Processing,,,False
14753692,910932,2025-07-01,Sports & Outdoors,Fishing Rod,1,89.73,10.0,80.76,0.0,Express,5.05,85.81,PayPal,Shipped,,,False
39467158,700634,2025-01-30,Home & Kitchen,Vacuum Cleaner,1,259.34,0.0,259.34,0.0,Standard,16.86,276.2,Debit Card,Delivered,6.0,5.0,False
96355415,627699,2025-12-15,Clothing,Hoodie,1,109.5,0.0,109.5,0.0,Standard,6.13,115.63,Apple Pay,Returned,5.0,,False
21817614,120400,2025-12-29,Grocery,Pasta & Sauce Bundle,1,14.83,0.0,14.83,5.99,Standard,0.89,21.71,PayPal,Shipped,,,False
42736943,814682,2024-11-23,Beauty,Face Serum,3,57.25,5.0,163.16,0.0,Standard,10.2,173.36,Credit Card,Cancelled,,,False
65405032,635222,2024-11-16,Beauty,Moisturizer,3,42.24,0.0,126.72,0.0,Standard,7.6,134.32,Credit Card,Shipped,,,False
43179755,389060,2025-12-29,Electronics,4K Monitor,3,398.35,0.0,1195.05,0.0,Standard,74.69,1269.74,Credit Card,Processing,,,False
71865513,218381,2025-01-30,Toys,Remote Control Car,4,37.44,10.0,134.78,0.0,Standard,8.42,143.2,Debit Card,Delivered,7.0,4.0,False
52727050,575340,2025-02-05,Electronics,USB-C Hub,1,278.51,0.0,278.51,0.0,Standard,16.71,295.22,Credit Card,Delivered,6.0,,False
85559645,515674,2024-10-26,Home & Kitchen,Air Fryer,1,29.62,0.0,29.62,5.99,Standard,1.85,37.46,Credit Card,Delivered,5.0,4.0,False
16595100,777395,2024-09-27,Toys,Plush Toy,1,53.86,20.0,43.09,12.99,Express,2.8,58.88,Apple Pay,Delivered,2.0,,False
55336452,233544,2025-06-03,Electronics,Laptop Stand,2,358.9,0.0,717.8,0.0,Express,63.7,781.5,Debit Card,Delivered,4.0,4.0,True
53711173,262277,2025-02-23,Toys,Board Game,1,39.74,5.0,37.75,12.99,Express,2.45,53.19,PayPal,Cancelled,,,False
32176830,223771,2024-10-23,Clothing,Yoga Leggings,1,118.54,0.0,118.54,0.0,Standard,7.41,125.95,PayPal,Delivered,5.0,5.0,False
70321928,262277,2025-11-20,Sports & Outdoors,Hiking Backpack,1,96.68,0.0,96.68,0.0,Standard,6.28,102.96,Gift Card,Delivered,7.0,,False
52530187,657736,2025-04-05,Electronics,Smartwatch,3,132.39,0.0,397.17,0.0,Standard,23.83,421.0,Credit Card,Delivered,6.0,3.0,False
43023893,176521,2024-08-05,Sports & Outdoors,Golf Balls (12-pack),1,197.14,0.0,197.14,0.0,Express,12.81,209.95,PayPal,Delivered,2.0,,False
46640163,816376,2024-02-17,Sports & Outdoors,Hiking Backpack,2,351.19,0.0,702.38,0.0,Standard,20.37,722.75,Credit Card,Shipped,,,False
76133261,760624,2025-07-18,Clothing,Yoga Leggings,2,72.73,0.0,145.46,0.0,Standard,6.91,152.37,Credit Card,Cancelled,,,False
62058808,898189,2025-12-27,Home & Kitchen,Cutlery Set,2,65.7,0.0,131.4,0.0,Standard,8.21,139.61,Credit Card,Processing,,,False
19143726,912391,2024-12-10,Home & Kitchen,Table Lamp,1,134.83,0.0,134.83,0.0,Next-Day,8.43,143.26,Debit Card,Delivered,1.0,4.0,False
90531597,204417,2024-10-16,Home & Kitchen,Table Lamp,3,127.53,5.0,363.46,0.0,Standard,23.62,387.08,PayPal,Shipped,,,False
40590723,301566,2025-08-27,Toys,Plush Toy,1,69.22,0.0,69.22,5.99,Standard,4.33,79.54,Apple Pay,Delivered,5.0,4.0,False
78580369,394899,2024-06-08,Clothing,Hoodie,1,122.02,0.0,122.02,0.0,Standard,7.63,129.65,Apple Pay,Delivered,7.0,4.0,False
48746968,409624,2025-05-21,Sports & Outdoors,Bicycle Helmet,1,169.41,0.0,169.41,0.0,Standard,10.16,179.57,Credit Card,Delivered,6.0,3.0,True
64086697,991288,2024-08-13,Toys,Board Game,2,26.56,0.0,53.12,5.99,Standard,2.52,61.63,Credit Card,Delivered,6.0,3.0,False
56057168,276268,2024-05-27,Sports & Outdoors,Hiking Backpack,3,123.23,0.0,369.69,0.0,Standard,30.5,400.19,PayPal,Delivered,7.0,,False
79927107,647640,2024-10-12,Home & Kitchen,Coffee Maker,1,139.93,0.0,139.93,0.0,Standard,8.75,148.68,Credit Card,Delivered,6.0,3.0,False
45690429,301622,2025-12-22,Clothing,Denim Jacket,3,73.37,20.0,176.09,0.0,Standard,10.57,186.66,Credit Card,Shipped,,,False
15066185,917055,2025-07-21,Electronics,Portable Charger,3,371.31,0.0,1113.93,0.0,Express,52.91,1166.84,Debit Card,Delivered,3.0,,False
25866510,756144,2024-09-10,Beauty,Lipstick,2,73.34,0.0,146.68,0.0,Express,8.21,154.89,PayPal,Delivered,2.0,4.0,False
71593941,115041,2025-12-29,Home & Kitchen,Storage Bins,1,137.37,0.0,137.37,0.0,Standard,8.59,145.96,PayPal,Shipped,,,False
13185027,169983,2025-09-11,Home & Kitchen,Blender,2,159.69,0.0,319.38,0.0,Standard,26.35,345.73,PayPal,Delivered,6.0,,True
33248282,509048,2025-12-21,Clothing,Yoga Leggings,1,86.16,10.0,77.54,0.0,Standard,6.4,83.94,Apple Pay,Delivered,6.0,,False
18698374,434764,2024-12-25,Home & Kitchen,Coffee Maker,1,105.9,0.0,105.9,0.0,Standard,9.4,115.3,Credit Card,Cancelled,,,False
97390117,309143,2025-07-31,Home & Kitchen,Coffee Maker,2,146.18,0.0,292.36,0.0,Standard,11.69,304.05,Credit Card,Delivered,4.0,,False
29361523,991288,2024-01-07,Toys,Plush Toy,3,31.09,0.0,93.27,0.0,Standard,4.43,97.7,Debit Card,Cancelled,,,False
79881133,710563,2025-03-16,Electronics,Laptop Stand,1,320.25,5.0,304.24,0.0,Express,19.78,324.02,Debit Card,Delivered,4.0,4.0,False
12230130,639715,2025-08-21,Clothing,Wool Sweater,3,43.5,5.0,123.97,0.0,Express,4.96,128.93,Credit Card,Shipped,,,False
23700386,225295,2025-07-14,Books,Poetry Collection,1,15.19,5.0,14.43,12.99,Express,0.87,28.29,PayPal,Delivered,3.0,3.0,False
43460961,343764,2025-08-31,Beauty,Body Lotion,1,37.11,0.0,37.11,12.99,Express,2.41,52.51,PayPal,Delivered,3.0,3.0,False
77528500,857288,2024-08-29,Home & Kitchen,Vacuum Cleaner,1,65.02,0.0,65.02,5.99,Standard,3.9,74.91,Gift Card,Delivered,2.0,3.0,False
67076477,363197,2025-11-02,Clothing,Winter Jacket,3,90.33,0.0,270.99,0.0,Standard,10.84,281.83,Debit Card,Delivered,6.0,3.0,False
30730626,131665,2024-12-23,Beauty,Hair Dryer,5,53.87,0.0,269.35,0.0,Express,16.83,286.18,Credit Card,Delivered,1.0,3.0,False
79125777,958338,2025-03-04,Electronics,USB-C Hub,5,304.33,0.0,1521.65,0.0,Standard,95.1,1616.75,Apple Pay,Shipped,,,False
34919224,415267,2024-11-27,Grocery,Pasta & Sauce Bundle,1,13.82,10.0,12.44,5.99,Standard,0.0,18.43,Credit Card,Shipped,,,False
14520455,977008,2024-12-11,Clothing,Men's T-Shirt,1,40.59,10.0,36.53,5.99,Standard,2.28,44.8,Gift Card,Shipped,,,False
60629895,150447,2024-05-05,Books,Science Textbook,3,14.16,0.0,42.48,12.99,Express,2.38,57.85,Credit Card,Delivered,2.0,4.0,False
34786074,156059,2024-12-04,Electronics,Portable Charger,1,179.79,0.0,179.79,0.0,Standard,0.0,179.79,PayPal,Delivered,5.0,3.0,False
51823056,233544,2024-08-29,Toys,Doll House,3,69.2,0.0,207.6,0.0,Standard,18.42,226.02,Gift Card,Delivered,5.0,,False
47241443,869221,2024-11-29,Toys,Remote Control Car,1,37.5,20.0,30.0,12.99,Express,1.95,44.94,Debit Card,Shipped,,,True
19570654,100667,2024-12-07,Electronics,Wireless Earbuds,2,228.56,0.0,457.12,0.0,Express,37.71,494.83,Gift Card,Delivered,4.0,3.0,False
41402170,869221,2024-12-27,Clothing,Women's Jeans,4,93.13,0.0,372.52,0.0,Standard,24.21,396.73,Credit Card,Delivered,8.0,3.0,False
34890156,874299,2025-11-14,Electronics,Smartwatch,1,331.38,0.0,331.38,0.0,Standard,19.05,350.43,Debit Card,Delivered,4.0,,False
45763705,884309,2025-08-21,Beauty,Makeup Brush Set,2,109.48,0.0,218.96,0.0,Express,10.4,229.36,PayPal,Delivered,3.0,2.0,False
23593878,381705,2025-03-14,Clothing,Hoodie,2,43.81,10.0,78.86,0.0,Express,6.51,85.37,Debit Card,Cancelled,,,False
50449021,451437,2024-02-03,Clothing,Winter Jacket,1,17.61,5.0,16.73,5.99,Standard,0.79,23.51,PayPal,Delivered,4.0,,False
18230498,862392,2024-11-01,Beauty,Moisturizer,1,12.77,0.0,12.77,5.99,Standard,0.77,19.53,Apple Pay,Delivered,4.0,4.0,False
83571997,553059,2024-03-16,Grocery,Olive Oil,5,38.01,0.0,190.05,0.0,Standard,5.51,195.56,Apple Pay,Returned,7.0,,False
77592129,150447,2025-09-11,Beauty,Body Lotion,1,43.92,20.0,35.14,5.99,Standard,1.97,43.1,Credit Card,Cancelled,,,False
